Title,Character,Manually Added Aliases,Gender,Race/Ethnicity,Annotator Notes,Source,,,
joys of motherhood - emecheta,Nnu Ego,,F,Black,"""This novel explores the life of a Nigerian woman, Nnu Ego.""",Wikipedia,,,
joys of motherhood - emecheta,Nnaife,,M,Black,"""She is married, sight unseen, to a new husband who lives in Lagos; so she journeys from her village to the city where she meets her new husband, Nnaife"" Book takes place in Nigeria",Wikipedia,,,
joys of motherhood - emecheta,Agbadi,,M,Black,"""Nwokocha Agbadi is a proud, handsome and wealthy local chief."" Book takes place in Nigeria",Wikipedia,,,
joys of motherhood - emecheta,Oshia,,M,Black,"Oshia is Nnu Ego's child, and Nnu Ego is described to be a Nigerian woman",Wikipedia,,,
slaughterhouse five - vonnegut,Billy,,M,White,"""Vonnegut introduces Billy Pilgrim, an American man from the fictional town of Ilium, New York."" otherwise unmarked",book,,,
slaughterhouse five - vonnegut,I,Kurt Vonnegut,M,White,"""the narrator seems anonymous while also clearly identifying himself as Kurt Vonnegut"" ""He descended from a long line of German Americans whose immigrant ancestors settled in the United States in the mid-19th century""",Wikipedia,,,
slaughterhouse five - vonnegut,Weary,,M,White,"no mention of race, another American military man in book, played by white-appearing man in first film adaptation",book,,,
high wind in jamaica - hughes,Emily,,F,White,"""concerns a young girl named Emily Bas-Thornton and her four siblings, John, Edward, Laura, and Rachel, whose lives on a Jamaican plantation are interrupted when a hurricane decimates their home. Their parents send them home to England on a ship that is then commandeered by pirates""",SuperSummary,,,
high wind in jamaica - hughes,Jonsen,,M,Latino/a/x,"Jonsen's race/ethnicity does not seem to be explicitly indicated. Though Jonsen is described to be a Carribean pirate, pirates in the Carribean during the time period of this book included white pirates. Still, we decide to interpret Jonsen as Latino/x/a because ""The pirates stop at their home base of Santa Lucia (in current-day province Pinar del Río, Cuba) to sell the seized goods,"" and the analogous character in a film adaptation is played by an actor of Mexican origin ",book,,,
high wind in jamaica - hughes,the children,,N/A,N/A,N/A,N/A,,,
high wind in jamaica - hughes,Rachel,,F,White,"""concerns a young girl named Emily Bas-Thornton and her four siblings, John, Edward, Laura, and Rachel, whose lives on a Jamaican plantation are interrupted when a hurricane decimates their home. Their parents send them home to England on a ship that is then commandeered by pirates""",SuperSummary,,,
tracks - erdrich,I,,N/A,N/A,N/A,N/A,,,
tracks - erdrich,Fleur,,F,Native/Indigenous,"""Fleur returns to her family home on the reservation""",Wikipedia,,,
tracks - erdrich,Eli,,M,Native/Indigenous,"""Eli Kashpaw is a young Native American man who believes in the old ways of life and seeks to woo and marry Fleur Pillager""",Litcharts,,,
tracks - erdrich,Margaret,,F,Native/Indigenous,"""Margaret Kashpaw is an older Native American woman who is devoted to her children""",Litcharts,,,
tracks - erdrich,Nanapush,,M,Native/Indigenous,"""Nanapush is an elder in the tribe""",Litcharts,,,
tracks - erdrich,Pauline,,F,"Native/Indigenous, White","""At the convent, Pauline denies her Native heritage, believing herself to be fully white""",Litcharts,,,
road - mccarthy,the boy,,M,White (unmarked),"""He sat beside him and stroked his pale and tangled hair.""",book,,,
road - mccarthy,I,,N/A,N/A,N/A,N/A,,,
road - mccarthy,Papa,,M,White (unmarked),"""The book details the grueling journey of a father and his young son"" son has pale and tangled hair","Wikipedia, book",,,
road - mccarthy,the man,,M,White (unmarked),"""The book details the grueling journey of a father and his young son"" son has pale and tangled hair","Wikipedia, book",,,
grapes of wrath - steinbeck,Ma,,F,White (unmarked),"Describing son: ""Ma looked pityingly down on his straw hair."" ""Ma came back, clean and pink, her hair combed and wet, and gathered in a knot.""",book,,,
grapes of wrath - steinbeck,Tom,,M,White (unmarked),"brother has ""straw hair"" sister has ""skin bright and pink""",book,,,
grapes of wrath - steinbeck,Joad,,M,White (unmarked),"no description of race, book cover art depicts white family",Wikipedia,,,
grapes of wrath - steinbeck,Pa,,M,White (unmarked),father of a family with no racial markers; book cover art depicts white family,Wikipedia,,,
my name is asher lev - potok,I,Asher Lev,M,White,"""Asher Lev, a Hasidic Jewish boy in New York City",Wikipedia,,,
my name is asher lev - potok,my mother,,F,White,"""Asher Lev is a boy with a prodigious artistic ability born into a Hasidic Jewish family.""",Wikipedia,,,
my name is asher lev - potok,my father,,M,White,"""Asher Lev is a boy with a prodigious artistic ability born into a Hasidic Jewish family.""",Wikipedia,,,
my name is asher lev - potok,Asher,,M,White,"""Asher Lev, a Hasidic Jewish boy in New York City""",Wikipedia,,,
my name is asher lev - potok,Jacob Kahn,,M,White,"""Jacob Kahn, a non-observant Jew who is an admirer of the Rebbe.""",Wikipedia,,,
atonement - mcewan,Briony,,F,White,"""Briony Tallis, a 13-year-old English girl with a talent for writing, lives at her family's country estate with her parents Jack and Emily Tallis, who are members of the landed gentry"", played by white actress in adaptation",Wikipedia,,,
atonement - mcewan,Cecilia,,F,White,"""parents Jack and Emily Tallis, who are members of the landed gentry""; played by white actess in adaptation",Wikipedia,,,
atonement - mcewan,Robbie,,M,White,played by white actor in adaptation,Wikipedia,,,
atonement - mcewan,Lola,,F,White,"""She is red-headed and fair-skinned with freckles.""",Wikipedia,,,
atonement - mcewan,Turner,,F,White,played by white actor in adaptation,Wikipedia,,,
atonement - mcewan,I,Briony,F,White,"""Briony Tallis, a 13-year-old English girl with a talent for writing, lives at her family's country estate with her parents Jack and Emily Tallis, who are members of the landed gentry. "", played by white actress in adaptation",Wikipedia,,,
round house - erdrich,I,Joe Coutts,M,Native/Indigenous,"""Joe is a thirteen-year-old Chippewa boy living on a reservation in Minnesota. """,Litcharts,,,
round house - erdrich,my father,,M,Native/Indigenous,"""Bazil is Joe's father, a tribal judge who uses his knowledge of the law and past cases to discover the true culprit.""",Wikipedia,,,
round house - erdrich,my mother,,F,Native/Indigenous,"""A middle-aged Ojibwe woman""",Sparknotes,,,
round house - erdrich,Cappy,,M,Native/Indigenous,"""An Ojibwe boy on the reservation""",Wikipedia,,,
round house - erdrich,Sonja,,F,White,"""A white ex-exotic dancer involved with Joe’s Uncle Whitey.""",Sparknotes,,,
midnight s children - rushdie,I,Saleen,M,Asian,"""Saleem is born precisely at midnight, 15 August 1947, therefore, exactly as old as independent India. He later discovers that all children born in India between 12 a.m. and 1 a.m. on that date are imbued with special powers""",Wikipedia,,,
adam bede - eliot,Adam,,M,White,"""In his tall stalwartness Adam Bede was a Saxon""",book,,,
adam bede - eliot,Hetty,,F,White,"""Hetty's cheek was like a rose-petal, that dimples played about her pouting lips, that her large dark eyes hid a soft roguishness under their long lashes, and that her
curly hair, though all pushed back under her round cap while she was at work, stole back in dark delicate rings on her forehead, and about her white shell-like ears;"" 1859 English novel",book,,,
adam bede - eliot,Dinah,,F,White,"""It was a small oval face, of a uniform transparent whiteness, with an egg-like line of cheek and chin, a full but firm mouth, a delicate nostril, and a low perpendicular brow, surmounted by a rising arch of parting between smooth locks of pale reddish hair.""",book,,,
adam bede - eliot,Arthur,,M,White,"""If you want to know more particularly how he looked, call to your remembrance some tawny-whiskered, brown-locked, clear-complexioned young Englishman whom you have met with in a foreign town, and been proud of as a fellow-countryman--well-washed, high-bred, white-handed""",book,,,
lord jim - conrad,I,Marlow,M,White,"""the whole reason why European sailors like Jim and Marlow are in Asian waters is due to colonialism and the desire of many European leaders to extract Asian resources""",Litcharts,,,
lord jim - conrad,Jim,,M,White,"""He is a strong, tall, blond Englishman whose life is the story told by Marlow.""",wikipedia,,,
lord jim - conrad,Brown,,M,White,"""violent European characters like the scoundrel Gentleman Brown are meant to be villains, whereas innocent characters like Jim’s part-Malay wife Jewel are meant to inspire sympathy in the reader""",Litcharts,,,
lord jim - conrad,Stein,,M,White,"""The novel includes white characters like Chester, who recklessly gets himself and many Asian sailors killed over some guano (seabird excrement used as fertilizer); and Stein, who is clearly involved in crooked (and potentially deadly) dealings in the remote Malay region of Patusan that governments overlook, to hint at the exploitative nature of European colonialism.""",Litcharts,,,
with the fire on high - acevedo,I,Emoni,F,"Black, Latino/a/x","""My father is Puerto Rican and he’s darker than my mom was, and her whole family is straight-from-the-Carolinas Black.""",book,,,
with the fire on high - acevedo,Malachi,,M,Black,"""His own Spanish sounds garbled because he’s talking through tears. ""I wouldn’t have if I knew you two were black,” he says, and I almost laugh. “I didn’t see you from the front.”""",book,,,
with the fire on high - acevedo,Buela,,F,"Latino/a/x, Black","""A Black, middle-aged Puerto Rican woman, ’Buela is an avid Eagles football fan and is often impeccably dressed""",LitCharts,,,
with the fire on high - acevedo,Angelica,,F,Black,"""I’ve never seen Angelica blush. But she does. Her brown skin warms up with a tinge of pink in the cheeks as she snorts on her sandwich."" ""The kind [of white woman] that looks at Angelica’s colorful hair and calls her ghetto under her breath, but thinks a white tween with purple cornrows is charming and creative.""",book,,,
with the fire on high - acevedo,Babygirl,,F,"Black, Latino/a/x",Emoni (narrator)'s daughter,book,,,
bird of paradise how i became a latina - cepeda,I,Raquel Cepeda,F,Latino/a/x,"""Years later, when Cepeda had become a successful journalist and documentary filmmaker, the strands of her DNA would take her further, across the globe and into history. Who were her ancestors? How did they—and she—become Latina?",goodreads,,,
bird of paradise how i became a latina - cepeda,Rocio,,F,Latino/a/x,"""Reliving the fairy tale helps Rocio get through the hours she spends cleaning other peoples apartments and working at thefdbrica. Today she wouldn’t recognize her life back in the Dominican Republic if it played before her on a screen.""",book,,,
bird of paradise how i became a latina - cepeda,Dad,,M,Latino/a/x,"""Born in Harlem to Dominican parents""",goodreads,,,
bird of paradise how i became a latina - cepeda,Maria,,F,Latino/a/x,"""“Well, he is my baby, my son, and you are nothing to me but una recogida into that brujeria mierda Casimiro fed you,” Maria screams. “You know, maybe you liked him, too!”

“Maria—” Natalie yells.

“I can see why Casimiro left you,” I snap.

“Get out.”

I storm out, down the long dark hallway, past the image of San Miguel slaying a dragon and an old dry coconut on the floor. Casimiro must have left it there in haste",book,,,
